sentence1,label
duhhh banci medsos muridnya napi 2 kali di bui ini ya rumpi bgtxx kayak junjungannya jelas jelas itu elo cong jd bencong mbok ya beradab dikit jangan kayak residivis gitu mentang2 punya guru mantan residivis 2 kali di b,hs
ormas radikal fpi fui hti hrs dibubari klu yg radikal anti bhineka anti cina kristen ga bisa disadarkan usir sj ke suriah suruh gabung isis,hs
walaupun matanya buta untuk melihat alam maya tapi hatinya tidak buta untuk menerima cahaya kebenaran alam,non_hs
maklum rezim anti islam <links>,hs
apaansi tai baru gt doang belagunya udah selangit ga inget ada karma ntar bbrp taun lagi kalo idol lu flop gua ketawa paling keras,hs
sejak kepemimpinan jokowi banyak ormas yg tidak akur rakyat juga saling hujat dan menista agama di sosmed,hs
anda hebat bicara cinta masih pegang quran sbagai pegangan hidup quran tak bicara cinta tapi perang bunuh penggal,hs
harusnya malu sama presiden korup sejak era soeharto sampai sby,hs
rasakan akibatnya skr teriak pak ahok kafir dan penista agama ternyata asma dewi terlibat korup dan sarachen <links>,hs
seorang ahok konsisten dengan memberangkatkan saudara kita umat muslim yg kurang mampu bisa pergi umroh secara gratis tapi dilain sisi ada banyak penipu yang pakai embel2 agama untuk mengubur harapan saudara kita umat muslim yang kurang mampu untuk dap,non_hs
lihat aja topik mrk dr mulai tka harga sawit harga telor sampai harg,non_hs
gak begitu my habi bani switi darling,non_hs
golkar setya novanto setya novanto golkar sekalipun lolos jerat hukum ato di pecat partai tetap golkar adlh cerminan orang itu layaknya suharto,hs
visi misi anies sandi jelas ambisional ingin jadi gubenue sayang mrk suka sara hoax finta,hs
di zaman sekarang orang yang paling aman adalah orang yang buta huruf dan budek atau wong ndeso sing gak eruh opo opo xe2 x80 xa6,non_hs
ahoax penista agama kembali mengolok olok surat al maidah 51 cc,hs
agak lucu kalo ada org yg mempolisikan rg krn setahu saya rg tak menyebut scr specifik kitab agama tertentu jauh panggang dari api,non_hs
makanya ada gereja kristen jawa gereja kristen maluku dll dalam keberagaman ajarannya tetap satu yesus sebagai juruselamat lainnya cuma gimmick aja malah seru kalau lg ada pekan budaya di gereja2 dan kt nyanyi lagu ibadah dalam berbagai baha,non_hs
si roki garong bukan hanya bodoh bahkan dia orangutan paling dongok dia mmg ga nyebut kitab suci agama tertentu berarti dia anggap semua kitab suci adalah fiksi benar2 pemikiran seorang,hs
semua diklaim sama bani bong dari yang paling toleran paling pancasilais paling bhinekais paling aktivis dan sampai paling islmis eealahh dasar tutup botol penyok wajah gembira berurai air mata,hs
bagaimana keluarga presiden indonesia jawaban semua keluarganya punya prioritas dan kisahnya masing masing ð,non_hs
iya bener begitu beliau yg paling matang paling siap paling kuat tuk kalahin petahana kl jd presiden jg gak gampang didikte mafia2 get real lagian presiden ri gak usah punya king maker 2an tuk pengarah pendikte apaan ind,non_hs
gelap ada 5 macam gelap kerana hari malam gelap mata kerana buta gelap otak tiada ilmu gelap hati tiada agama gelap hidup tiada kerja,non_hs
kampang lo anj,hs
wargapribumiasli ternyata tenaga ilegal tka sdh merambah keseluruh pelosok nusantara termasuk di ntb waspadalah waspadalah gergaji 2019gantipresiden <links>,hs
hati hati kalian orang orang dan kader gusdur yg pribumi antek cina yg dipasang di rezim ini lagi sedang ngepret saat ini,hs
5 presiden juga menegaskan bahwa perubahan itu tidak hanya soal penerapan sistem online nya dalam perizinan yang terintegrasi tetapi juga terkait dengan penyederhanaan proses yang melibatkan semua kementerian dan juga daerah agar sesuai dengan kecepat,non_hs
jokowi juga cinta papua jokowisayangipapua,non_hs
mau taawudz dulu biar dijauhkan dari godaan syaiton yang terkutuk,non_hs
corong congor cebong biadab,hs
dia digendong namun tetap tdk sombong dipanggul namun tetap tidak merasa unggul dan dihormati namun tetap rendah hati dialah kalian tahu siapa mereka yg memanggul presiden kita mereka adlh pasukan elit tni penjaga kedaulatan nkri bukan juru,non_hs
burung twitter jd burung onta kan mantap teenchoice choicefandom directioners,non_hs
sby lebih byk utangnya tp gak menghasilkan apa apa kalo jokowi utang kan karna mertua dan presiden 10 thn,hs
informasiunik ntb > enam bahasa resmi pbb adalah inggris perancis arab cina rusia dan spanyol,non_hs
nape ente semakin jauh bud apa lidahmu sdh sangat tebal sampai menjilat spt itu belum terjadi baru akan dan itupun dibantu oleh 4 bank asing keluar mulut buaya masuk mulut singa,hs
rezim anti islam tumbangkan 2019,hs
gue enek sama elo semua urusan orang lain lo mau tau dasar kepo cewek alay,hs
ato kalo tidak fahri hamzah di usir dari dpr,hs
kapten tim kalian nangis dipertandingan terakhir gara2 gagal menang kapten tim kami saat pertandingan lawan tim kalian d,non_hs
kucing rumahan emng gitu ka menyeringai kerjaannya makan tidur maen eek pipis kek rang kaya wkwk,non_hs
awwww si koko badan sama kontolnyaa menantang yukk ahh ko sini dicroottin kontol yg keras itu uuunncchh lidah tetesan keringat tetesan keringat <links>,hs
kok ganti namanya jd hatstag ð ð ð pengen bgt ganti presiden ganteng yað,non_hs
aku bom sampe 200 nih,non_hs
wah ada yang keberatan disebut cebong yah,hs
prabowo makin panik prabowo makin membabi buta serang siapa saja elite politik dikatakan goblog dan bermental maling kritik tdk ada konsep kritik tdk terarah,hs
kalian ni ngapa sih nyinyirin yg hijrah padahal kan mrk cm maw nutupin koreng,hs
monyet langka dan 2 ekor kukang diselamatkan saat sedang diperjualbelikan via online <links>,non_hs
itulah ciri ciri mental pengemis di sebagian kecil nkri sebetulnya mampu tapi pura2 tdk mampu dan belaga miskin itu mah sama seperti pengemis di jalanan yg pura2 cacat padahal rumahnya gendong dan punya mobil juga sangat kaya harta,non_hs
erudite apanya aku mah bodoh cuma kegedean congor aja,hs
video lengkap bung menjelaskan pengertian fiksi perlu di tonton utuh untuk menambah wawasan agar tidak termakan spin yg dilakukan segelintir netizen melalui potongan video yang menyesatkan dg maksud membenturkan rocky gerung dg kaum agama,non_hs
hasil akhir menyatakan melindungi ahok terdakwa penista agama,hs
kpk lagi lagi kalah sudah selayaknya di bubarkan,hs
modar dikasih cuping mulu sama deandra,hs
kau yang mulai maka kau juga yang harus selesaikan 3 idiot tweetdsap,non_hs
bagai rumah bawah ranah yang indah seorang pendiam dan culun walau dengan bakar besar keren bijak semangat,non_hs
astagfirullah mata gw ternodai terkutuk kau yg ngert bokep wajah menangis keras atau menangis tersedu sedu,hs
idolanya harun yahya zakir naik felix siauw cita2nya menguasai dunia mengalahkan yahudi jd rahmat bg seluruh alam mungkin itu di semesta lain kali yee di bumi ke 13,hs
biasa prof rombongan cebong iq dangkal asal nguap aja,hs
lu kampang,hs
iyess ndk depan museum brawijaya pisan ada tank di depannya mereka bawa bom takjil kok semacam hmm xf0 x9f x98 x90,non_hs
jakarta diambang kehancuran ditangan anies n sandi krn mereka berdua gk bisa apa apa bro,hs
memang cerita a quiet place ni semua bisu tak boleh bercakap eh tak expect pon mcm ni senyum keringat,non_hs
jokowi komunis jg kapitalis <links>,hs
sama kk dari sd udh di rasis in aku krn aku batak dan kristen pas baru2 di jawa ampun dah manggil gw aja pake nama adat itu baru yg adat belum yg masalah agama tapi sekarang udh agak jarang kaya gitu sih jadi aku cuma bisa nyaranin s,non_hs
aku dah la baju macam yahudi betopi siap 4 bas tu geng semua jubah putih kopiah minyak atar bejanggut dahi belekuk bak ahli syurga siap ni betol2 out of place mohon ak tak direjam,non_hs
boleh temen aku muslim sekolah di sma katolik diperlakuin baik bgt kok,non_hs
risa baru saja pulang dari pelatihan khususnya ketika iris hazel miliknya menangkap siluet seorang gadis gadis yang sangat asing belum pernah risa temui gadis ini sebelumnya di radio tempatnya tinggal dan bekerja ini maka dari itu r,non_hs
baru nonton tros part siha dan orang2 pada takut sama bong tae gyu gara2 peran dia pas jadi psikopat wajah gembira berurai air mata,non_hs
panwaslu padang tegaskan perusakan atribut pilkada masuk ranah pilkada,non_hs
wkwkwk update selalu gua ttg bencong satu itu,hs
coba dicek struktur tim kampanyenya anies sandi yg jelas asma dewi ini wakil bendahara aksi 212,hs
selama mukidi berkuasa orang spt fa kodat bopeng nathan dkk dijamin aman 2019gantipresiden,hs
kartu kredit gak punya tpi utangan negara banyak,hs
hahahaha kau bom komen apa weyh,non_hs
auk ah kalo ada bahasan kayak gini biasanya ada orang yang dengan mudahnya meng kafir kan orang lain capek akutuh,non_hs
makanya gue chat disini bukan di grup biar ga dimarain karna banyak cocot wkwkwk inidaritadi jempol gue berpuasa tydac spam d grup lol,hs
ngakak asw wkwkwkwkwk seriusan gue pikir dulu dia ngatain ke lu gini kalo ga salah ya lu sih taeyong mulu candaan doang,hs
8 pada masa itu setidaknya ada 45 persen dari 4 7 juta warga bosnia memeluk agama islam sisanya adalah kristen ortodoks katolik protestan dan lainnya,non_hs
yooa juga cantik banget edan,hs
ihsg dibuka menguat 17 22 poin atau 0 28 ke 6 302 98,non_hs
tolong netizen ada yg tau ini hewan apa biar jadi viral kaya onta peramal sama gajah,non_hs
tangannya pun spontan mengangkat penggorengan yang ia bawa kala melihat sosok dihadapannya mengangkat sebuah tongkat rapunzel bermaksud untuk siaga aku rapunzel dan menolongmu untuk apa sikap waspadanya pada orang asing tidak menu,non_hs
kalo mau buat hoax yg pinter dikit dong udah dungu jgn bego kasian ntar pengikut nya ikutan dungu dan tolol xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x89 xf0 x9f x98 x89 xf0 x9f x98 x89 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x,hs
kenapa bani serbet dan kaum kampret 212 gak demo krn sudah menipu umat jawabannya krn dana jamaah abu tour mengalir ke ustad2 yg ada di 212 termasuk beli nasi bungkus mereka,hs
ahok tidak layak seperti manusia dia lebih tepat seperti babi yg tidak punya akal pikiran dan jiwa manusiawi,hs
coba cari tahu lagi ada mahzab yang membolehkan dan tidak membolehkan muslim memakan sembelihan ahli kitab yahudi dan nasrani dengan syarat syarat tertentu tersipu atau tersenyum dengan mata bahagia,non_hs
etnis cina memang ada yg ikut berjuang tapi lebih sangat banyak yg jadi penghianat jd antek belanda,hs
baca aja mas baca sebelah istri kali aja abis baca langsung eue he he,hs
fakta ve ve dulu punya anjing namanya juno dan bruno tapi sekarang karena udah besar jadi anjingnya dipindahin ke rumah kakeknya,non_hs
aku dek aku makin lama makin sipit gak sih adek bukannya teteh udh sipit aku nih aku kasih liat foto aku yg sipit banget adek gak usah udaah tau teteh emg sipit,non_hs
download aplikasi,non_hs
btw ini radha bajingan ga sih wqwq dat muah2nya wqwqwq <links>,hs
lu gak bakal tau juga susih actress china namanya mingmukedaisi kuerban bingung kan lu wkwk,non_hs
gubernur indonesia kita ini pa memang woooow salah satu putra terbaik bangsa indonesia pribumi yg memang layak memimpin negeri ini semoga allah swt melindungi meluruskan perjuangan demi tegakan islam memajukan bangsa dan negara,non_hs
hidup the jack hidup bobotoh rezim jokowi akan musnah di 2019,hs
bank pemerintah gulung tikar kmdn di jual ke asing aseng,non_hs
captain saya tae ganteng dari garam menjawab,non_hs
video diduga perang teroris budha yang kocar kacir melawan pertahanan pemuda muslim minoritas rohingya,hs
dprdnya akan sibuk terima suap lagi dari para kandidat dan parpol pendukung bukankah dulu kita pilkada langsung untuk menghapus ini,non_hs
karena bayk terdoktrin tagar ide pks walau pendidikan tinggi malah jadi sontoloyo ketololan mengalahkan kewarasan wajah sangat marah wajah sangat marah wajah sangat marah wajah sangat marah wajah bersungguh sungguh atau mengembuskan napas atau menahan kesal wajah bersungguh sungguh atau mengembuskan napas atau menahan kesal wajah bersungguh sungguh atau mengembuskan napas atau menahan kesal,hs
belomm ð ­ð ­ susah banget ini cari jumlah peminat budaya indo di korsel giliran nemu tapi sumbernya ga akurat kamu gimana,non_hs
namanya jg simpang susun bukan bundaran semanggi oom habib waras dasar katrok lo oom,hs
sok2an memetwit ama cewek sendiri aja takut apalagi ama mba kunti,non_hs
klu rezim engah ada yg jujur bro kayah loh juga yg keluarpun suara radio rusak dan pitanya belibet wajah berkacamata hitam,non_hs
tidak semua laki laki brengsek tapi laki laki brengsek itu benar benar ada di dunia ini,hs
kondisi ini masih diperburuk dengan peran politik partai komunis indonesia pki yang mendominasi di kehidupan politik indonesia bersandar pada dekrit presiden 5 juli sebagai sumber hukum,non_hs
kitab suciku yg diturunkan oleh allah dianggsp fiksi pake sok2an harus dilihat dr segi filaafat eh tapi kalo misalnya quranku fiksi maka tidak bisa dong quran menjadi dasar hukum di dalam hukum islam jadi harus pk apa ada,non_hs
yampun ini rp asing bgt napada sedih atau cemberut,non_hs
6 presiden juga menginginkan laporan dari jajaran terkait mengenai detail lain seperti persiapan infrastruktur transportasi lokasi pertandingan hingga kesiapan atlet indonesia yang akan berlaga di asiangames2018 jokowipacupromosiasiangames yu,non_hs
bodoh cemburu buta macam dah kawin,non_hs
mampus kecewa kecewa kecewa,hs
biar tak dikritik bila kita tambsh mesra dgn komunis cina kan lg perang dagang ama as,non_hs
huahahaha kafir plonga plongo nih muke banci salon wajah gembira berurai air mata berguling guling di lantai sambil tertawa terbahak bahak senyum keringat puas <links>,hs
salah satu yang aku duga tetap akan dipakai menjegal jokowi jokowi membela ahok si penista agama,hs
fb tai anjing lah,hs
peh cha tae hyun kalau berlakon menitik air mata,non_hs
kalau saja beliau ini projo pasti dapat gelar kristen nusantara wajah gembira,non_hs
entah pengen ngelucu entah bom kita tidak bahaya entahlah,non_hs
surban putih jubah putih ht nya busuk2 se busuk tae onta bro,hs
saya gak panggil cebong tapi curut cenong,hs
berita ini membuatku menyesal,non_hs
budaya sunda bikin mahasiswa asing jatuh cinta,non_hs
hahahaha iya bener jugak dan memang sekolah katolik lebih beragam mulai dari anak pak kebon smp pengusaha ada disana later belakang suku agama apapun diterima di sekolah katolik pernah ngalamin dulu dan ngga berub,non_hs
followers mli pada kaya tai nih giliran tweet ga lucu dibilangnya gue yang ngadmin giliran tweet lucu malah dibilang twee,hs
kapolres temanggung silaturahim tokoh masyarakat guna mewujudkan pilkada damai,non_hs
niqmat gubernur mana lagi yang kamu dustakaaan,non_hs
kamu kok pinter sih wajah gembira jempol ke atas tidak punya empati korban bom sepertinya bukan atau tapi bodoh dan tercemar,hs
memang nya iran tdk berkerja sama dg negara komunis tepokjidat lagi orang tepuk jidat ‍ tanda laki laki orang tepuk jidat ‍ tanda laki laki,non_hs
kok bs gitu sih asu bgt paypal sedih atau cemberut,hs
aku syak jerawat ni spesis fans chelsea lah suka tumbuh dekat dalam hidung ala ala gua gitu dah 2018 move on lu jerawat tumbuh aja dimana ya terserah yang penting bukan di hidung ya setan budek,hs
gua cecann napa rep an pd bilang gua monyet dahh wajah gembira berurai air mata,hs
pak tolong dong admin nya disuruh belajar lagi masak partai sebesar gerindra pengetahuan ekonomi dasar seperti ini kalah sama anak saya yang masih usia 11 tahun tidak ngerti inflasi tidak pernah belajar dari sejarah,hs
ftv gitu ya judulnya monyet cantik dan majikannya bodor wkwkwkwk,non_hs
bener bagus p harto perumahan jg semua harus pake bahasa indonesia malah bagus2 pondok indah bintaro jaya kota wisata dll sekarang pada pake bhs asing semua residence vilage hill dll hhhhh ancoor ga menghargai bahasa sendir,non_hs
1 tidak beriman kepada tuhan dan rasul seperti golongan ateis 2 beriman kepada tuhan tetapi menolak rasul sepeti golongan anti hadis 3 beriman kepada tuhan tetapi menolak sebahagian rasul seperti yahudi menolak kerasulan nabi isa as dan nasrani menola,non_hs
presiden fim jelaskan alasan pecahnya race direction dan steward pada motogp,non_hs
utk memastikan penggagalan proyek ektp berhasil 1 sekjen kemendagri tidak tindaklanjuti keluhan paulus tanos 2 keluhan paulus tanos ke mendagri tdk bisa diteruskan ke presiden sby krna mendagri tdk diberi kesempatan menghadap presiden,non_hs
hahaa baru tau biasa cuma mentok di cangkem atau cocot ahhahahha,hs
sok tau eek cicak,hs
pilih presiden yg kerja kerja kerja lanjut 2periode yaa pak jokowi,non_hs
banci kalau memang gentlemen sebut saja siapa orangnya,hs
